Name,Ticker,Yahoo_Equivalent_Code
PTC India Financial Services Limited,PFS.NS,"'PFS.NS',"
PG Electroplast Limited,PGEL.NS,"'PGEL.NS',"
Procter & Gamble Hygiene and Health Care Limited,PGHH.NS,"'PGHH.NS',"
Procter & Gamble Health Limited,PGHL.NS,"'PGHL.NS',"
Pearl Global Industries Limited,PGIL.NS,"'PGIL.NS',"
Phillips Carbon Black Limited,PHILIPCARB.NS,"'PHILIPCARB.NS',"
The Phoenix Mills Limited,PHOENIXLTD.NS,"'PHOENIXLTD.NS',"
Pidilite Industries Limited,PIDILITIND.NS,"'PIDILITIND.NS',"
PI Industries Limited,PIIND.NS,"'PIIND.NS',"
Pilani Investment and Industries Corporation Limited,PILANIINVS.NS,"'PILANIINVS.NS',"
PIL ITALICA LIFESTYLE LIMITED,PILITA.NS,"'PILITA.NS',"
Pioneer Distilleries Limited,PIONDIST.NS,"'PIONDIST.NS',"
Pioneer Embroideries Limited,PIONEEREMB.NS,"'PIONEEREMB.NS',"
Pitti Engineering Limited,PITTIENG.NS,"'PITTIENG.NS',"
The Peria Karamalai Tea & Produce Company Limited,PKTEA.NS,"'PKTEA.NS',"
Plastiblends India Limited,PLASTIBLEN.NS,"'PLASTIBLEN.NS',"
Punjab National Bank,PNB.NS,"'PNB.NS',"
PNB Gilts Limited,PNBGILTS.NS,"'PNBGILTS.NS',"
PNB Housing Finance Limited,PNBHOUSING.NS,"'PNBHOUSING.NS',"
Pritish Nandy Communications Limited,PNC.NS,"'PNC.NS',"
PNC Infratech Limited,PNCINFRA.NS,"'PNCINFRA.NS',"
Poddar Housing and Development Limited,PODDARHOUS.NS,"'PODDARHOUS.NS',"
Poddar Pigments Limited,PODDARMENT.NS,"'PODDARMENT.NS',"
Pokarna Limited,POKARNA.NS,"'POKARNA.NS',"
Polycab India Limited,POLYCAB.NS,"'POLYCAB.NS',"
Poly Medicure Limited,POLYMED.NS,"'POLYMED.NS',"
Polyplex Corporation Limited,POLYPLEX.NS,"'POLYPLEX.NS',"
Ponni Sugars (Erode) Limited,PONNIERODE.NS,"'PONNIERODE.NS',"
Power Grid Corporation of India Limited,POWERGRID.NS,"'POWERGRID.NS',"
ABB Power Products and Systems India Limited,POWERINDIA.NS,"'POWERINDIA.NS',"
Power Mech Projects Limited,POWERMECH.NS,"'POWERMECH.NS',"
PPAP Automotive Limited,PPAP.NS,"'PPAP.NS',"
Prakash Pipes Limited,PPL.NS,"'PPL.NS',"
Prabhat Dairy Limited,PRABHAT.NS,"'PRABHAT.NS',"
Prajay Engineers Syndicate Limited,PRAENG.NS,"'PRAENG.NS',"
Praj Industries Limited,PRAJIND.NS,"'PRAJIND.NS',"
Prakash Industries Limited,PRAKASH.NS,"'PRAKASH.NS',"
Prakash Steelage Limited,PRAKASHSTL.NS,"'PRAKASHSTL.NS',"
Praxis Home Retail Limited,PRAXIS.NS,"'PRAXIS.NS',"
Precision Camshafts Limited,PRECAM.NS,"'PRECAM.NS',"
Precot Limited,PRECOT.NS,"'PRECOT.NS',"
Precision Wires India Limited,PRECWIRE.NS,"'PRECWIRE.NS',"
Premier Explosives Limited,PREMEXPLN.NS,"'PREMEXPLN.NS',"
Premier Limited,PREMIER.NS,"'PREMIER.NS',"
Premier Polyfilm Limited,PREMIERPOL.NS,"'PREMIERPOL.NS',"
Pressman Advertising Limited,PRESSMN.NS,"'PRESSMN.NS',"
Prestige Estates Projects Limited,PRESTIGE.NS,"'PRESTIGE.NS',"
Pricol Limited,PRICOLLTD.NS,"'PRICOLLTD.NS',"
Prime Securities Limited,PRIMESECU.NS,"'PRIMESECU.NS',"
Prince Pipes And Fittings Limited,PRINCEPIPE.NS,"'PRINCEPIPE.NS',"
Privi Speciality Chemicals Limited,PRIVISCL.NS,"'PRIVISCL.NS',"
Prozone Intu Properties Limited,PROZONINTU.NS,"'PROZONINTU.NS',"
Prism Johnson Limited,PRSMJOHNSN.NS,"'PRSMJOHNSN.NS',"
Punjab & Sind Bank,PSB.NS,"'PSB.NS',"
PSP Projects Limited,PSPPROJECT.NS,"'PSPPROJECT.NS',"
PTC India Limited,PTC.NS,"'PTC.NS',"
PTL Enterprises Limited,PTL.NS,"'PTL.NS',"
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM.NS,"'PUNJABCHEM.NS',"
Punj Lloyd Limited,PUNJLLOYD.NS,"'PUNJLLOYD.NS',"
Puravankara Limited,PURVA.NS,"'PURVA.NS',"
PVR Limited,PVR.NS,"'PVR.NS',"
Quess Corp Limited,QUESS.NS,"'QUESS.NS',"
Quick Heal Technologies Limited,QUICKHEAL.NS,"'QUICKHEAL.NS',"
Radaan Mediaworks India Limited,RADAAN.NS,"'RADAAN.NS',"
Radico Khaitan Limited,RADICO.NS,"'RADICO.NS',"
Music Broadcast Limited,RADIOCITY.NS,"'RADIOCITY.NS',"
Rain Industries Limited,RAIN.NS,"'RAIN.NS',"
Rajesh Exports Limited,RAJESHEXPO.NS,"'RAJESHEXPO.NS',"
Rajratan Global Wire Limited,RAJRATAN.NS,"'RAJRATAN.NS',"
Raj Rayon Industries Limited,RAJRAYON.NS,"'RAJRAYON.NS',"
Rajshree Sugars & Chemicals Limited,RAJSREESUG.NS,"'RAJSREESUG.NS',"
Raj Television Network Limited,RAJTV.NS,"'RAJTV.NS',"
Rallis India Limited,RALLIS.NS,"'RALLIS.NS',"
Shree Rama Newsprint Limited,RAMANEWS.NS,"'RAMANEWS.NS',"
Rama Steel Tubes Limited,RAMASTEEL.NS,"'RAMASTEEL.NS',"
The Ramco Cements Limited,RAMCOCEM.NS,"'RAMCOCEM.NS',"
Ramco Industries Limited,RAMCOIND.NS,"'RAMCOIND.NS',"
Ramco Systems Limited,RAMCOSYS.NS,"'RAMCOSYS.NS',"
Ramky Infrastructure Limited,RAMKY.NS,"'RAMKY.NS',"
Ramsarup Industries Limited,RAMSARUP.NS,"'RAMSARUP.NS',"
Rana Sugars Limited,RANASUG.NS,"'RANASUG.NS',"
Rane Engine Valve Limited,RANEENGINE.NS,"'RANEENGINE.NS',"
Rane Holdings Limited,RANEHOLDIN.NS,"'RANEHOLDIN.NS',"
Ratnamani Metals & Tubes Limited,RATNAMANI.NS,"'RATNAMANI.NS',"
Raymond Limited,RAYMOND.NS,"'RAYMOND.NS',"
Rane Brake Lining Limited,RBL.NS,"'RBL.NS',"
RBL Bank Limited,RBLBANK.NS,"'RBLBANK.NS',"
Rashtriya Chemicals and Fertilizers Limited,RCF.NS,"'RCF.NS',"
Reliance Communications Limited,RCOM.NS,"'RCOM.NS',"
REC Limited,RECLTD.NS,"'RECLTD.NS',"
Redington (India) Limited,REDINGTON.NS,"'REDINGTON.NS',"
Refex Industries Limited,REFEX.NS,"'REFEX.NS',"
Relaxo Footwears Limited,RELAXO.NS,"'RELAXO.NS',"
Reliance Capital Limited,RELCAPITAL.NS,"'RELCAPITAL.NS',"
Reliance Industries Limited,RELIANCE.NS,"'RELIANCE.NS',"
Religare Enterprises Limited,RELIGARE.NS,"'RELIGARE.NS',"
Reliance Infrastructure Limited,RELINFRA.NS,"'RELINFRA.NS',"
Remsons Industries Limited,REMSONSIND.NS,"'REMSONSIND.NS',"
Shree Renuka Sugars Limited,RENUKA.NS,"'RENUKA.NS',"
Repco Home Finance Limited,REPCOHOME.NS,"'REPCOHOME.NS',"
Rudrabhishek Enterprises Limited,REPL.NS,"'REPL.NS',"
Repro India Limited,REPRO.NS,"'REPRO.NS',"
Responsive Industries Limited,RESPONIND.NS,"'RESPONIND.NS',"
Revathi Equipment Limited,REVATHI.NS,"'REVATHI.NS',"
Renaissance Global Limited,RGL.NS,"'RGL.NS',"
Reliance Home Finance Limited,RHFL.NS,"'RHFL.NS',"
Rico Auto Industries Limited,RICOAUTO.NS,"'RICOAUTO.NS',"
Reliance Industrial Infrastructure Limited,RIIL.NS,"'RIIL.NS',"
RITES Limited,RITES.NS,"'RITES.NS',"
Ravi Kumar Distilleries Limited,RKDL.NS,"'RKDL.NS',"
RKEC Projects Limited,RKEC.NS,"'RKEC.NS',"
Ramkrishna Forgings Limited,RKFORGE.NS,"'RKFORGE.NS',"
Radha Madhav Corporation Limited,RMCL.NS,"'RMCL.NS',"
Rane (Madras) Limited,RML.NS,"'RML.NS',"
Reliance Naval and Engineering Limited,RNAVAL.NS,"'RNAVAL.NS',"
Rohit Ferro-Tech Limited,ROHITFERRO.NS,"'ROHITFERRO.NS',"
Royal Orchid Hotels Limited,ROHLTD.NS,"'ROHLTD.NS',"
Rollatainers Limited,ROLLT.NS,"'ROLLT.NS',"
Rolta India Limited,ROLTA.NS,"'ROLTA.NS',"
Raj Oil Mills Limited,ROML.NS,"'ROML.NS',"
Rossari Biotech Limited,ROSSARI.NS,"'ROSSARI.NS',"
Rossell India Limited,ROSSELLIND.NS,"'ROSSELLIND.NS',"
ROUTE MOBILE LIMITED,ROUTE.NS,"'ROUTE.NS',"
RPG Life Sciences Limited,RPGLIFE.NS,"'RPGLIFE.NS',"
Reliance Power Limited,RPOWER.NS,"'RPOWER.NS',"
R.P.P. Infra Projects Limited,RPPINFRA.NS,"'RPPINFRA.NS',"
R. S. Software (India) Limited,RSSOFTWARE.NS,"'RSSOFTWARE.NS',"
RSWM Limited,RSWM.NS,"'RSWM.NS',"
R Systems International Limited,RSYSTEMS.NS,"'RSYSTEMS.NS',"
RattanIndia Infrastructure Limited,RTNINFRA.NS,"'RTNINFRA.NS',"
RattanIndia Power Limited,RTNPOWER.NS,"'RTNPOWER.NS',"
The Ruby Mills Limited,RUBYMILLS.NS,"'RUBYMILLS.NS',"
Ruchi Soya Industries Limited,RUCHI.NS,"'RUCHI.NS',"
Ruchi Infrastructure Limited,RUCHINFRA.NS,"'RUCHINFRA.NS',"
Ruchira Papers Limited,RUCHIRA.NS,"'RUCHIRA.NS',"
Rupa & Company Limited,RUPA.NS,"'RUPA.NS',"
Rushil Decor Limited,RUSHIL.NS,"'RUSHIL.NS',"
Ravinder Heights Limited,RVHL.NS,"'RVHL.NS',"
Rail Vikas Nigam Limited,RVNL.NS,"'RVNL.NS',"
S&S Power Switchgears Limited,S&SPOWER.NS,"'S&SPOWER.NS',"
Sab Events & Governance Now Media Limited,SABEVENTS.NS,"'SABEVENTS.NS',"
Sadbhav Engineering Limited,SADBHAV.NS,"'SADBHAV.NS',"
Sadbhav Infrastructure Project Limited,SADBHIN.NS,"'SADBHIN.NS',"
Safari Industries (India) Limited,SAFARI.NS,"'SAFARI.NS',"
Sagardeep Alloys Limited,SAGARDEEP.NS,"'SAGARDEEP.NS',"
Sagar Cements Limited,SAGCEM.NS,"'SAGCEM.NS',"
Steel Authority of India Limited,SAIL.NS,"'SAIL.NS',"
Sakar Healthcare Limited,SAKAR.NS,"'SAKAR.NS',"
Sakthi Sugars Limited,SAKHTISUG.NS,"'SAKHTISUG.NS',"
Saksoft Limited,SAKSOFT.NS,"'SAKSOFT.NS',"
Sakuma Exports Limited,SAKUMA.NS,"'SAKUMA.NS',"
Salasar Techno Engineering Limited,SALASAR.NS,"'SALASAR.NS',"
Salona Cotspin Limited,SALONA.NS,"'SALONA.NS',"
S.A.L. Steel Limited,SALSTEEL.NS,"'SALSTEEL.NS',"
Salzer Electronics Limited,SALZERELEC.NS,"'SALZERELEC.NS',"
Sambhaav Media Limited,SAMBHAAV.NS,"'SAMBHAAV.NS',"
Sanco Industries Limited,SANCO.NS,"'SANCO.NS',"
The Sandesh Limited,SANDESH.NS,"'SANDESH.NS',"
Sandhar Technologies Limited,SANDHAR.NS,"'SANDHAR.NS',"
Sangam (India) Limited,SANGAMIND.NS,"'SANGAMIND.NS',"
Sanghi Industries Limited,SANGHIIND.NS,"'SANGHIIND.NS',"
Sanghvi Forging and Engineering Limited,SANGHVIFOR.NS,"'SANGHVIFOR.NS',"
Sanghvi Movers Limited,SANGHVIMOV.NS,"'SANGHVIMOV.NS',"
Sanginita Chemicals Limited,SANGINITA.NS,"'SANGINITA.NS',"
Sanofi India Limited,SANOFI.NS,"'SANOFI.NS',"
Sanwaria Consumer Limited,SANWARIA.NS,"'SANWARIA.NS',"
Sarda Energy & Minerals Limited,SARDAEN.NS,"'SARDAEN.NS',"
Saregama India Limited,SAREGAMA.NS,"'SAREGAMA.NS',"
Sarla Performance Fibers Limited,SARLAPOLY.NS,"'SARLAPOLY.NS',"
Sasken Technologies Limited,SASKEN.NS,"'SASKEN.NS',"
Sastasundar Ventures Limited,SASTASUNDR.NS,"'SASTASUNDR.NS',"
Satia Industries Limited,SATIA.NS,"'SATIA.NS',"
Satin Creditcare Network Limited,SATIN.NS,"'SATIN.NS',"
SBI Cards and Payment Services Limited,SBICARD.NS,"'SBICARD.NS',"
SBI Life Insurance Company Limited,SBILIFE.NS,"'SBILIFE.NS',"
State Bank of India,SBIN.NS,"'SBIN.NS',"
Stampede Capital Limited,SCAPDVR.NS,"'SCAPDVR.NS',"
Schaeffler India Limited,SCHAEFFLER.NS,"'SCHAEFFLER.NS',"
S Chand And Company Limited,SCHAND.NS,"'SCHAND.NS',"
Schneider Electric Infrastructure Limited,SCHNEIDER.NS,"'SCHNEIDER.NS',"
Shipping Corporation Of India Limited,SCI.NS,"'SCI.NS',"
Som Distilleries & Breweries Limited,SDBL.NS,"'SDBL.NS',"
Seamec Limited,SEAMECLTD.NS,"'SEAMECLTD.NS',"
Selan Exploration Technology Limited,SELAN.NS,"'SELAN.NS',"
SEL Manufacturing Company Limited,SELMCL.NS,"'SELMCL.NS',"
S.E. Power Limited,SEPOWER.NS,"'SEPOWER.NS',"
Sequent Scientific Limited,SEQUENT.NS,"'SEQUENT.NS',"
Seshasayee Paper and Boards Limited,SESHAPAPER.NS,"'SESHAPAPER.NS',"
Setco Automotive Limited,SETCO.NS,"'SETCO.NS',"
Setubandhan Infrastructure Limited,SETUINFRA.NS,"'SETUINFRA.NS',"
Seya Industries Limited,SEYAIND.NS,"'SEYAIND.NS',"
Sezal Glass Limited,SEZAL.NS,"'SEZAL.NS',"
Sheela Foam Limited,SFL.NS,"'SFL.NS',"
STL Global Limited,SGL.NS,"'SGL.NS',"
Shah Alloys Limited,SHAHALLOYS.NS,"'SHAHALLOYS.NS',"
Shakti Pumps (India) Limited,SHAKTIPUMP.NS,"'SHAKTIPUMP.NS',"
Shalby Limited,SHALBY.NS,"'SHALBY.NS',"
Shalimar Paints Limited,SHALPAINTS.NS,"'SHALPAINTS.NS',"
Shankara Building Products Limited,SHANKARA.NS,"'SHANKARA.NS',"
Shanthi Gears Limited,SHANTIGEAR.NS,"'SHANTIGEAR.NS',"
Sharda Cropchem Limited,SHARDACROP.NS,"'SHARDACROP.NS',"
Sharda Motor Industries Limited,SHARDAMOTR.NS,"'SHARDAMOTR.NS',"
Share India Securities Limited,SHAREINDIA.NS,"'SHAREINDIA.NS',"
Shemaroo Entertainment Limited,SHEMAROO.NS,"'SHEMAROO.NS',"
Somany Home Innovation Limited,SHIL.NS,"'SHIL.NS',"
Shilpa Medicare Limited,SHILPAMED.NS,"'SHILPAMED.NS',"
Shirpur Gold Refinery Limited,SHIRPUR-G.NS,"'SHIRPUR-G.NS',"
Shivam Autotech Limited,SHIVAMAUTO.NS,"'SHIVAMAUTO.NS',"
Shiva Mills Limited,SHIVAMILLS.NS,"'SHIVAMILLS.NS',"
Shiva Texyarn Limited,SHIVATEX.NS,"'SHIVATEX.NS',"
S H Kelkar and Company Limited,SHK.NS,"'SHK.NS',"
Shoppers Stop Limited,SHOPERSTOP.NS,"'SHOPERSTOP.NS',"
Shradha Infraprojects Limited,SHRADHA.NS,"'SHRADHA.NS',"
Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS,"'SHREDIGCEM.NS',"
SHREE CEMENT LIMITED,SHREECEM.NS,"'SHREECEM.NS',"
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS,"'SHREEPUSHK.NS',"
Shree Rama Multi-Tech Limited,SHREERAMA.NS,"'SHREERAMA.NS',"
Shrenik Limited,SHRENIK.NS,"'SHRENIK.NS',"
Shreyans Industries Limited,SHREYANIND.NS,"'SHREYANIND.NS',"
Shreyas Shipping & Logistics Limited,SHREYAS.NS,"'SHREYAS.NS',"
Shriram Pistons & Rings Limited,SHRIPISTON.NS,"'SHRIPISTON.NS',"
Shriram City Union Finance Limited,SHRIRAMCIT.NS,"'SHRIRAMCIT.NS',"
Shriram EPC Limited,SHRIRAMEPC.NS,"'SHRIRAMEPC.NS',"
Shyam Century Ferrous Limited,SHYAMCENT.NS,"'SHYAMCENT.NS',"
Shyam Telecom Limited,SHYAMTEL.NS,"'SHYAMTEL.NS',"
Sicagen India Limited,SICAGEN.NS,"'SICAGEN.NS',"
Sical Logistics Limited,SICAL.NS,"'SICAL.NS',"
Siemens Limited,SIEMENS.NS,"'SIEMENS.NS',"
Signet Industries Limited,SIGIND.NS,"'SIGIND.NS',"
Standard Industries Limited,SIL.NS,"'SIL.NS',"
SIL Investments Limited,SILINV.NS,"'SILINV.NS',"
Silly Monks Entertainment Limited,SILLYMONKS.NS,"'SILLYMONKS.NS',"
Simbhaoli Sugars Limited,SIMBHALS.NS,"'SIMBHALS.NS',"
Simplex Infrastructures Limited,SIMPLEXINF.NS,"'SIMPLEXINF.NS',"
Sintercom India Limited,SINTERCOM.NS,"'SINTERCOM.NS',"
Sintex Industries Limited,SINTEX.NS,"'SINTEX.NS',"
Sirca Paints India Limited,SIRCA.NS,"'SIRCA.NS',"
Security and Intelligence Services (India) Limited,SIS.NS,"'SIS.NS',"
Siti Networks Limited,SITINET.NS,"'SITINET.NS',"
Siyaram Silk Mills Limited,SIYSIL.NS,"'SIYSIL.NS',"
SJVN Limited,SJVN.NS,"'SJVN.NS',"
SKF India Limited,SKFINDIA.NS,"'SKFINDIA.NS',"
SKIL Infrastructure Limited,SKIL.NS,"'SKIL.NS',"
Skipper Limited,SKIPPER.NS,"'SKIPPER.NS',"
SKM Egg Products Export (India) Limited,SKMEGGPROD.NS,"'SKMEGGPROD.NS',"
Smartlink Holdings Limited,SMARTLINK.NS,"'SMARTLINK.NS',"
SML Isuzu Limited,SMLISUZU.NS,"'SMLISUZU.NS',"
Splendid Metal Products Limited,SMPL.NS,"'SMPL.NS',"
SMS Lifesciences India Limited,SMSLIFE.NS,"'SMSLIFE.NS',"
SMS Pharmaceuticals Limited,SMSPHARMA.NS,"'SMSPHARMA.NS',"
Snowman Logistics Limited,SNOWMAN.NS,"'SNOWMAN.NS',"
Sobha Limited,SOBHA.NS,"'SOBHA.NS',"
Solara Active Pharma Sciences Limited,SOLARA.NS,"'SOLARA.NS',"
Solar Industries India Limited,SOLARINDS.NS,"'SOLARINDS.NS',"
Somany Ceramics Limited,SOMANYCERA.NS,"'SOMANYCERA.NS',"
Soma Textiles & Industries Limited,SOMATEX.NS,"'SOMATEX.NS',"
Somi Conveyor Beltings Limited,SOMICONVEY.NS,"'SOMICONVEY.NS',"
Sonata Software Limited,SONATSOFTW.NS,"'SONATSOFTW.NS',"
SORIL Infra Resources Limited,SORILINFRA.NS,"'SORILINFRA.NS',"
Savita Oil Technologies Limited,SOTL.NS,"'SOTL.NS',"
The South Indian Bank Limited,SOUTHBANK.NS,"'SOUTHBANK.NS',"
South West Pinnacle Exploration Limited,SOUTHWEST.NS,"'SOUTHWEST.NS',"
S. P. Apparels Limited,SPAL.NS,"'SPAL.NS',"
Spandana Sphoorty Financial Limited,SPANDANA.NS,"'SPANDANA.NS',"
Sun Pharma Advanced Research Company Limited,SPARC.NS,"'SPARC.NS',"
Speciality Restaurants Limited,SPECIALITY.NS,"'SPECIALITY.NS',"
Spencer's Retail Limited,SPENCERS.NS,"'SPENCERS.NS',"
Spentex Industries Limited,SPENTEX.NS,"'SPENTEX.NS',"
Southern Petrochemicals Industries Corporation  Limited,SPIC.NS,"'SPIC.NS',"
SPICEJET LTD,SPICEJET.NS,"'SPICEJET.NS',"
SPL Industries Limited,SPLIL.NS,"'SPLIL.NS',"
SPML Infra Limited,SPMLINFRA.NS,"'SPMLINFRA.NS',"
Sintex Plastics Technology Limited,SPTL.NS,"'SPTL.NS',"
Sreeleathers Limited,SREEL.NS,"'SREEL.NS',"
SREI Infrastructure Finance Limited,SREINFRA.NS,"'SREINFRA.NS',"
SRF Limited,SRF.NS,"'SRF.NS',"
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.NS,"'SRHHYPOLTD.NS',"
Srikalahasthi Pipes Limited,SRIPIPES.NS,"'SRIPIPES.NS',"
Shree Ram Proteins Limited,SRPL.NS,"'SRPL.NS',"
Shriram Transport Finance Company Limited,SRTRANSFIN.NS,"'SRTRANSFIN.NS',"
Steel Strips Wheels Limited,SSWL.NS,"'SSWL.NS',"
Strides Pharma Science Limited,STAR.NS,"'STAR.NS',"
Star Cement Limited,STARCEMENT.NS,"'STARCEMENT.NS',"
Star Paper Mills Limited,STARPAPER.NS,"'STARPAPER.NS',"
The State Trading Corporation of India Limited,STCINDIA.NS,"'STCINDIA.NS',"
Steel City Securities Limited,STEELCITY.NS,"'STEELCITY.NS',"
STEEL EXCHANGE INDIA LIMITED,STEELXIND.NS,"'STEELXIND.NS',"
Stel Holdings Limited,STEL.NS,"'STEL.NS',"
Sterling Tools Limited,STERTOOLS.NS,"'STERTOOLS.NS',"
Sterlite Technologies Limited,STLTECH.NS,"'STLTECH.NS',"
International Constructions Limited,SUBCAPCITY.NS,"'SUBCAPCITY.NS',"
Subex Limited,SUBEXLTD.NS,"'SUBEXLTD.NS',"
Subros Limited,SUBROS.NS,"'SUBROS.NS',"
Sudarshan Chemical Industries Limited,SUDARSCHEM.NS,"'SUDARSCHEM.NS',"
Sujana Universal Industries Limited,SUJANAUNI.NS,"'SUJANAUNI.NS',"
Sumitomo Chemical India Limited,SUMICHEM.NS,"'SUMICHEM.NS',"
Sumit Woods Limited,SUMIT.NS,"'SUMIT.NS',"
Summit Securities Limited,SUMMITSEC.NS,"'SUMMITSEC.NS',"
Sundaram Clayton Limited,SUNCLAYLTD.NS,"'SUNCLAYLTD.NS',"
Sundaram Multi Pap Limited,SUNDARAM.NS,"'SUNDARAM.NS',"
Sundaram Finance Limited,SUNDARMFIN.NS,"'SUNDARMFIN.NS',"
Sundaram Finance Holdings Limited,SUNDARMHLD.NS,"'SUNDARMHLD.NS',"
Sundaram Brake Linings Limited,SUNDRMBRAK.NS,"'SUNDRMBRAK.NS',"
Sundram Fasteners Limited,SUNDRMFAST.NS,"'SUNDRMFAST.NS',"
Sunflag Iron And Steel Company Limited,SUNFLAG.NS,"'SUNFLAG.NS',"
Sun Pharmaceutical Industries Limited,SUNPHARMA.NS,"'SUNPHARMA.NS',"
Sunteck Realty Limited,SUNTECK.NS,"'SUNTECK.NS',"
Sun TV Network Limited,SUNTV.NS,"'SUNTV.NS',"
Superhouse Limited,SUPERHOUSE.NS,"'SUPERHOUSE.NS',"
Super Spinning Mills Limited,SUPERSPIN.NS,"'SUPERSPIN.NS',"
Supreme Petrochem Limited,SUPPETRO.NS,"'SUPPETRO.NS',"
Suprajit Engineering Limited,SUPRAJIT.NS,"'SUPRAJIT.NS',"
Supreme Engineering Limited,SUPREMEENG.NS,"'SUPREMEENG.NS',"
Supreme Industries Limited,SUPREMEIND.NS,"'SUPREMEIND.NS',"
Supreme Infrastructure India Limited,SUPREMEINF.NS,"'SUPREMEINF.NS',"
Surana Solar Limited,SURANASOL.NS,"'SURANASOL.NS',"
Surana Telecom and Power Limited,SURANAT&P.NS,"'SURANAT&P.NS',"
Suryalakshmi Cotton Mills Limited,SURYALAXMI.NS,"'SURYALAXMI.NS',"
Surya Roshni Limited,SURYAROSNI.NS,"'SURYAROSNI.NS',"
Sutlej Textiles and Industries Limited,SUTLEJTEX.NS,"'SUTLEJTEX.NS',"
Suumaya Lifestyle Limited,SUULD.NS,"'SUULD.NS',"
Suven Life Sciences Limited,SUVEN.NS,"'SUVEN.NS',"
Suven Pharmaceuticals Limited,SUVENPHAR.NS,"'SUVENPHAR.NS',"
Suzlon Energy Limited,SUZLON.NS,"'SUZLON.NS',"
Swan Energy Limited,SWANENERGY.NS,"'SWANENERGY.NS',"
Swaraj Engines Limited,SWARAJENG.NS,"'SWARAJENG.NS',"
Swelect Energy Systems Limited,SWELECTES.NS,"'SWELECTES.NS',"
Sterling And Wilson Solar Limited,SWSOLAR.NS,"'SWSOLAR.NS',"
Symphony Limited,SYMPHONY.NS,"'SYMPHONY.NS',"
Syncom Healthcare Limited,SYNCOM.NS,"'SYNCOM.NS',"
Syngene International Limited,SYNGENE.NS,"'SYNGENE.NS',"
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM.NS,"'TAINWALCHM.NS',"
Taj GVK Hotels & Resorts Limited,TAJGVK.NS,"'TAJGVK.NS',"
Take Solutions Limited,TAKE.NS,"'TAKE.NS',"
Talbros Automotive Components Limited,TALBROAUTO.NS,"'TALBROAUTO.NS',"
Tanla Platforms Limited,TANLA.NS,"'TANLA.NS',"
Tantia Constructions Limited,TANTIACONS.NS,"'TANTIACONS.NS',"
Anant Raj Global Limited,TARC.NS,"'TARC.NS',"
Tarmat Limited,TARMAT.NS,"'TARMAT.NS',"
Tasty Bite Eatables Limited,TASTYBITE.NS,"'TASTYBITE.NS',"
Tata Chemicals Limited,TATACHEM.NS,"'TATACHEM.NS',"
Tata Coffee Limited,TATACOFFEE.NS,"'TATACOFFEE.NS',"
Tata Communications Limited,TATACOMM.NS,"'TATACOMM.NS',"
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM.NS,"'TATACONSUM.NS',"
Tata Elxsi Limited,TATAELXSI.NS,"'TATAELXSI.NS',"
Tata Investment Corporation Limited,TATAINVEST.NS,"'TATAINVEST.NS',"
Tata Metaliks Limited,TATAMETALI.NS,"'TATAMETALI.NS',"
Tata Motors Limited,TATAMOTORS.NS,"'TATAMOTORS.NS',"
Tata Motors Limited,TATAMTRDVR.NS,"'TATAMTRDVR.NS',"
Tata Power Company Limited,TATAPOWER.NS,"'TATAPOWER.NS',"
Tata Steel Limited,TATASTEEL.NS,"'TATASTEEL.NS',"
Tata Steel Bsl Limited,TATASTLBSL.NS,"'TATASTLBSL.NS',"
Tata Steel Long Products Limited,TATASTLLP.NS,"'TATASTLLP.NS',"
Tribhovandas Bhimji Zaveri Limited,TBZ.NS,"'TBZ.NS',"
Transport Corporation of India Limited,TCI.NS,"'TCI.NS',"
TCI Developers Limited,TCIDEVELOP.NS,"'TCIDEVELOP.NS',"
TCI Express Limited,TCIEXP.NS,"'TCIEXP.NS',"
TCI Finance Limited,TCIFINANCE.NS,"'TCIFINANCE.NS',"
TCNS Clothing Co. Limited,TCNSBRANDS.NS,"'TCNSBRANDS.NS',"
TCPL Packaging Limited,TCPLPACK.NS,"'TCPLPACK.NS',"
Tata Consultancy Services Limited,TCS.NS,"'TCS.NS',"
TD Power Systems Limited,TDPOWERSYS.NS,"'TDPOWERSYS.NS',"
Teamlease Services Limited,TEAMLEASE.NS,"'TEAMLEASE.NS',"
Techindia Nirman Limited,TECHIN.NS,"'TECHIN.NS',"
Tech Mahindra Limited,TECHM.NS,"'TECHM.NS',"
Techno Electric & Engineering Company Limited,TECHNOE.NS,"'TECHNOE.NS',"
Technofab Engineering Limited,TECHNOFAB.NS,"'TECHNOFAB.NS',"
Tejas Networks Limited,TEJASNET.NS,"'TEJASNET.NS',"
Tera Software Limited,TERASOFT.NS,"'TERASOFT.NS',"
Texmaco Infrastructure & Holdings Limited,TEXINFRA.NS,"'TEXINFRA.NS',"
Texmo Pipes and Products Limited,TEXMOPIPES.NS,"'TEXMOPIPES.NS',"
Texmaco Rail & Engineering Limited,TEXRAIL.NS,"'TEXRAIL.NS',"
Tourism Finance Corporation of India Limited,TFCILTD.NS,"'TFCILTD.NS',"
